step,train_loss,train_mean_token_accuracy,train_error_rate,valid_loss,valid_mean_token_accuracy,valid_error_rate,full_valid_loss,full_valid_mean_token_accuracy,full_valid_error_rate,timestamp
1,0.2518126964569092,0.8854166865348816,,,,,,,,2025-09-11T21:45:16.6880000Z
2,0.2658916711807251,0.8854166865348816,,,,,,,,2025-09-11T21:45:21.4280000Z
3,0.2713392674922943,0.8697916865348816,,,,,,,,2025-09-11T21:45:27.6680000Z
4,0.2688295245170593,0.875,,,,,,,,2025-09-11T21:45:32.1080000Z
5,0.28290724754333496,0.8541666865348816,,,,,,,,2025-09-11T21:45:36.2550000Z
6,0.3168167173862457,0.8385416865348816,,,,,,,,2025-09-11T21:45:42.2100000Z
7,0.29617074131965637,0.8385416865348816,,,,,,,,2025-09-11T21:45:46.3640000Z
8,0.2588958442211151,0.8802083134651184,,,,,,,,2025-09-11T21:45:50.8140000Z
9,0.2778557240962982,0.8854166865348816,,,,,,,,2025-09-11T21:45:51.9570000Z
10,0.29339417815208435,0.875,,0.3087702691555023,0.8385416666666666,,,,,2025-09-11T21:46:01.4460000Z
11,0.31998947262763977,0.8541666865348816,,,,,,,,2025-09-11T21:46:03.5530000Z
12,0.2858681380748749,0.8645833134651184,,,,,,,,2025-09-11T21:46:09.2150000Z
13,0.30797189474105835,0.8697916865348816,,,,,,,,2025-09-11T21:46:10.6680000Z
14,0.31466174125671387,0.84375,,,,,,,,2025-09-11T21:46:14.8280000Z
15,0.2576683461666107,0.90625,,,,,,,,2025-09-11T21:46:19.2830000Z
16,0.28619661927223206,0.859375,,,,,,,,2025-09-11T21:46:23.4400000Z
17,0.2818073332309723,0.8697916865348816,,,,,,,,2025-09-11T21:46:24.5920000Z
18,0.3400317132472992,0.84375,,,,,,,,2025-09-11T21:46:25.7470000Z
19,0.25311005115509033,0.90625,,,,,,,,2025-09-11T21:46:30.2060000Z
20,0.335556298494339,0.8177083134651184,,0.2772778272628784,0.8645833333333334,,,,,2025-09-11T21:46:34.5620000Z
21,0.27964210510253906,0.8802083134651184,,,,,,,,2025-09-11T21:46:36.6610000Z
22,0.2760208547115326,0.8541666865348816,,,,,,,,2025-09-11T21:46:37.8160000Z
23,0.26919475197792053,0.8697916865348816,,,,,,,,2025-09-11T21:46:38.9650000Z
24,0.31381866335868835,0.8333333134651184,,,,,,,,2025-09-11T21:46:43.4230000Z
25,0.30361810326576233,0.84375,,,,,,,,2025-09-11T21:46:47.8730000Z
26,0.26725390553474426,0.890625,,,,,,,,2025-09-11T21:46:52.0250000Z
27,0.2730250060558319,0.875,,,,,,,,2025-09-11T21:46:53.1790000Z
28,0.2851812243461609,0.8802083134651184,,,,,,,,2025-09-11T21:46:54.3720000Z
29,0.25589239597320557,0.9010416865348816,,,,,,,,2025-09-11T21:46:55.5250000Z
30,0.27561041712760925,0.8958333134651184,,0.3131408890088399,0.859375,,,,,2025-09-11T21:47:00.2250000Z
31,0.23820531368255615,0.8854166865348816,,,,,,,,2025-09-11T21:47:05.6830000Z
32,0.2462037056684494,0.8697916865348816,,,,,,,,2025-09-11T21:47:06.5320000Z
33,0.25687575340270996,0.890625,,,,,,,,2025-09-11T21:47:08.0490000Z
34,0.2875742018222809,0.8854166865348816,,,,,,,,2025-09-11T21:47:09.2110000Z
35,0.2720519006252289,0.890625,,,,,,,,2025-09-11T21:47:13.4060000Z
36,0.33303704857826233,0.8489583134651184,,,,,,,,2025-09-11T21:47:14.5580000Z
37,0.3237079381942749,0.8177083134651184,,,,,,,,2025-09-11T21:47:15.7500000Z
38,0.3372323215007782,0.8489583134651184,,,,,,,,2025-09-11T21:47:16.9430000Z
39,0.3239572048187256,0.859375,,,,,,,,2025-09-11T21:47:18.1020000Z
40,0.28813567757606506,0.875,,0.286088506380717,0.8645833333333334,,,,,2025-09-11T21:47:22.8180000Z
41,0.2891220152378082,0.8489583134651184,,,,,,,,2025-09-11T21:47:24.9460000Z
42,0.2817750573158264,0.875,,,,,,,,2025-09-11T21:47:26.1240000Z
43,0.29490742087364197,0.8645833134651184,,,,,,,,2025-09-11T21:47:27.2940000Z
44,0.2847382426261902,0.8802083134651184,,,,,,,,2025-09-11T21:47:28.4670000Z
45,0.284962922334671,0.8697916865348816,,,,,,,,2025-09-11T21:47:29.6320000Z
46,0.2921322286128998,0.875,,,,,,,,2025-09-11T21:47:30.8140000Z
47,0.3061160445213318,0.8385416865348816,,,,,,,,2025-09-11T21:47:31.9820000Z
48,0.28820252418518066,0.8645833134651184,,,,,,,,2025-09-11T21:47:33.2040000Z
49,0.27501919865608215,0.8541666865348816,,,,,,,,2025-09-11T21:47:34.3880000Z
50,0.28310754895210266,0.875,,0.28430965542793274,0.8645833333333334,,,,,2025-09-11T21:47:39.1050000Z
51,0.26657965779304504,0.8958333134651184,,,,,,,,2025-09-11T21:47:41.2610000Z
52,0.30968591570854187,0.859375,,,,,,,,2025-09-11T21:47:42.4190000Z
53,0.29075172543525696,0.859375,,,,,,,,2025-09-11T21:47:43.6080000Z
54,0.2920656204223633,0.859375,,,,,,,,2025-09-11T21:47:44.7810000Z
55,0.29269638657569885,0.875,,,,,,,,2025-09-11T21:47:49.0360000Z
56,0.3090307116508484,0.8333333134651184,,,,,,,,2025-09-11T21:47:50.2120000Z
57,0.3298158645629883,0.8385416865348816,,,,,,,,2025-09-11T21:47:51.4050000Z
58,0.29855847358703613,0.8489583134651184,,,,,,,,2025-09-11T21:47:52.5610000Z
59,0.26886847615242004,0.8802083134651184,,,,,,,,2025-09-11T21:47:53.7590000Z
60,0.31421518325805664,0.84375,,0.3420364161332448,0.828125,,,,,2025-09-11T21:47:58.4380000Z
61,0.2926770746707916,0.8697916865348816,,,,,,,,2025-09-11T21:48:00.5630000Z
62,0.3239263594150543,0.859375,,,,,,,,2025-09-11T21:48:01.7800000Z
63,0.3394383192062378,0.8229166865348816,,,,,,,,2025-09-11T21:48:02.9480000Z
64,0.2591451406478882,0.8802083134651184,,,,,,,,2025-09-11T21:48:04.1400000Z
65,0.3032325506210327,0.8697916865348816,,,,,,,,2025-09-11T21:48:05.3070000Z
66,0.24477063119411469,0.9010416865348816,,,,,,,,2025-09-11T21:48:06.5360000Z
67,0.3066014349460602,0.8541666865348816,,,,,,,,2025-09-11T21:48:07.7230000Z
68,0.30463001132011414,0.8697916865348816,,,,,,,,2025-09-11T21:48:08.9250000Z
69,0.25455671548843384,0.875,,,,,,,,2025-09-11T21:48:10.0910000Z
70,0.31359073519706726,0.8333333134651184,,0.2789772152900696,0.890625,,,,,2025-09-11T21:48:16.2800000Z
71,0.2933899164199829,0.859375,,,,,,,,2025-09-11T21:48:18.4270000Z
72,0.28410792350769043,0.875,,,,,,,,2025-09-11T21:48:19.5980000Z
73,0.2448691576719284,0.9114583134651184,,,,,,,,2025-09-11T21:48:20.8160000Z
74,0.2644088566303253,0.890625,,,,,,,,2025-09-11T21:48:22.0160000Z
75,0.32444992661476135,0.828125,,,,,,,,2025-09-11T21:48:23.2110000Z
76,0.25849199295043945,0.90625,,,,,,,,2025-09-11T21:48:24.3750000Z
77,0.26374176144599915,0.9010416865348816,,,,,,,,2025-09-11T21:48:25.6050000Z
78,0.2989276945590973,0.8541666865348816,,,,,,,,2025-09-11T21:48:26.8100000Z
79,0.32156169414520264,0.8489583134651184,,,,,,,,2025-09-11T21:48:28.0050000Z
80,0.2720465660095215,0.8802083134651184,,0.2734867334365845,0.8645833333333334,,,,,2025-09-11T21:48:32.3780000Z
81,0.3294631540775299,0.84375,,,,,,,,2025-09-11T21:48:34.5000000Z
82,0.2477206587791443,0.8854166865348816,,,,,,,,2025-09-11T21:48:35.7000000Z
83,0.24572248756885529,0.8854166865348816,,,,,,,,2025-09-11T21:48:36.8780000Z
84,0.272980660200119,0.875,,,,,,,,2025-09-11T21:48:38.0930000Z
85,0.2799011766910553,0.8697916865348816,,,,,,,,2025-09-11T21:48:39.2610000Z
86,0.28226181864738464,0.875,,,,,,,,2025-09-11T21:48:40.4770000Z
87,0.3117690980434418,0.8489583134651184,,,,,,,,2025-09-11T21:48:41.6470000Z
88,0.2663963735103607,0.8854166865348816,,,,,,,,2025-09-11T21:48:42.8510000Z
89,0.30701568722724915,0.8333333134651184,,,,,,,,2025-09-11T21:48:44.0240000Z
90,0.30442869663238525,0.8541666865348816,,0.31716790795326233,0.8385416666666666,,,,,2025-09-11T21:48:51.8240000Z
91,0.28477218747138977,0.8645833134651184,,,,,,,,2025-09-11T21:48:53.9970000Z
92,0.30911168456077576,0.8489583134651184,,,,,,,,2025-09-11T21:48:55.1640000Z
93,0.3353937864303589,0.859375,,,,,,,,2025-09-11T21:48:56.3360000Z
94,0.28526461124420166,0.8645833134651184,,,,,,,,2025-09-11T21:48:57.5000000Z
95,0.266865998506546,0.8958333134651184,,,,,,,,2025-09-11T21:48:58.6590000Z
96,0.3477764427661896,0.8385416865348816,,,,,,,,2025-09-11T21:48:59.8310000Z
97,0.3151377737522125,0.859375,,,,,,,,2025-09-11T21:49:01.0380000Z
98,0.2661876976490021,0.8645833134651184,,,,,,,,2025-09-11T21:49:02.2200000Z
99,0.2915850579738617,0.875,,,,,,,,2025-09-11T21:49:03.4360000Z
