step,train_loss,train_mean_token_accuracy,train_error_rate,valid_loss,valid_mean_token_accuracy,valid_error_rate,full_valid_loss,full_valid_mean_token_accuracy,full_valid_error_rate,timestamp
1,0.4080919921398163,0.875,,,,,,,,2025-09-11T06:01:13.1000000Z
2,0.5157559514045715,0.84375,,,,,,,,2025-09-11T06:01:16.6420000Z
3,0.6289536356925964,0.8333333134651184,,,,,,,,2025-09-11T06:01:20.1900000Z
4,0.5098415017127991,0.84375,,,,,,,,2025-09-11T06:01:23.7390000Z
5,0.6146844029426575,0.8333333134651184,,,,,,,,2025-09-11T06:01:24.6090000Z
6,0.6399766206741333,0.8125,,,,,,,,2025-09-11T06:01:25.4690000Z
7,0.6027570366859436,0.8541666865348816,,,,,,,,2025-09-11T06:01:26.3300000Z
8,0.5372845530509949,0.8645833134651184,,,,,,,,2025-09-11T06:01:27.2110000Z
9,0.5152587294578552,0.8125,,,,,,,,2025-09-11T06:01:28.0470000Z
10,0.3773915469646454,0.875,,0.5917928715546926,0.8125,,,,,2025-09-11T06:01:37.6620000Z
11,0.3227095305919647,0.875,,,,,,,,2025-09-11T06:01:39.0750000Z
12,0.4428662359714508,0.8958333134651184,,,,,,,,2025-09-11T06:01:42.6280000Z
13,0.3809267580509186,0.875,,,,,,,,2025-09-11T06:01:43.4870000Z
14,0.3258850574493408,0.84375,,,,,,,,2025-09-11T06:01:49.4430000Z
15,0.34250226616859436,0.875,,,,,,,,2025-09-11T06:01:53.0200000Z
16,0.26103857159614563,0.8645833134651184,,,,,,,,2025-09-11T06:01:53.8720000Z
17,0.34586837887763977,0.8229166865348816,,,,,,,,2025-09-11T06:01:57.4980000Z
18,0.2834945023059845,0.8854166865348816,,,,,,,,2025-09-11T06:01:58.3550000Z
19,0.2509021461009979,0.90625,,,,,,,,2025-09-11T06:01:59.2100000Z
20,0.23794972896575928,0.8854166865348816,,0.35436831911404926,0.8645833333333334,,,,,2025-09-11T06:02:06.0820000Z
21,0.3788195550441742,0.84375,,,,,,,,2025-09-11T06:02:07.4690000Z
22,0.3387428820133209,0.8541666865348816,,,,,,,,2025-09-11T06:02:08.3450000Z
23,0.309945672750473,0.8541666865348816,,,,,,,,2025-09-11T06:02:09.2360000Z
24,0.2788882553577423,0.90625,,,,,,,,2025-09-11T06:02:10.0930000Z
25,0.28686317801475525,0.84375,,,,,,,,2025-09-11T06:02:13.6590000Z
26,0.2960549592971802,0.875,,,,,,,,2025-09-11T06:02:14.5430000Z
27,0.2615950405597687,0.875,,,,,,,,2025-09-11T06:02:15.4120000Z
28,0.3088412284851074,0.84375,,,,,,,,2025-09-11T06:02:16.2620000Z
29,0.28124141693115234,0.8541666865348816,,,,,,,,2025-09-11T06:02:17.1420000Z
30,0.32242295145988464,0.8541666865348816,,0.2678818603356679,0.8854166666666666,,,,,2025-09-11T06:02:21.3280000Z
31,0.2933000922203064,0.84375,,,,,,,,2025-09-11T06:02:22.7640000Z
32,0.29062822461128235,0.875,,,,,,,,2025-09-11T06:02:26.3510000Z
33,0.3726041316986084,0.8229166865348816,,,,,,,,2025-09-11T06:02:27.2190000Z
34,0.29568085074424744,0.8645833134651184,,,,,,,,2025-09-11T06:02:28.0810000Z
35,0.34356334805488586,0.8229166865348816,,,,,,,,2025-09-11T06:02:31.6880000Z
36,0.307216078042984,0.875,,,,,,,,2025-09-11T06:02:32.5610000Z
