step,train_loss,train_mean_token_accuracy,train_error_rate,valid_loss,valid_mean_token_accuracy,valid_error_rate,full_valid_loss,full_valid_mean_token_accuracy,full_valid_error_rate,timestamp
1,0.24613304436206818,0.8958333134651184,,,,,,,,2025-09-11T16:05:46.7590000Z
2,0.2860666513442993,0.8645833134651184,,,,,,,,2025-09-11T16:05:53.0850000Z
3,0.3214792311191559,0.8645833134651184,,,,,,,,2025-09-11T16:05:57.5780000Z
4,0.29987454414367676,0.8645833134651184,,,,,,,,2025-09-11T16:06:02.0710000Z
5,0.33295902609825134,0.828125,,,,,,,,2025-09-11T16:06:06.2640000Z
6,0.27743422985076904,0.8541666865348816,,,,,,,,2025-09-11T16:06:07.4510000Z
7,0.26384100317955017,0.859375,,,,,,,,2025-09-11T16:06:11.9400000Z
8,0.2969667613506317,0.8385416865348816,,,,,,,,2025-09-11T16:06:16.1240000Z
9,0.3027682304382324,0.875,,,,,,,,2025-09-11T16:06:17.3190000Z
10,0.3184373676776886,0.8489583134651184,,0.2569912870724996,0.8958333333333334,,,,,2025-09-11T16:06:26.8660000Z
11,0.2949466109275818,0.859375,,,,,,,,2025-09-11T16:06:29.0780000Z
12,0.2648680806159973,0.8854166865348816,,,,,,,,2025-09-11T16:06:33.2720000Z
13,0.3147822320461273,0.8645833134651184,,,,,,,,2025-09-11T16:06:34.4690000Z
14,0.2569988965988159,0.890625,,,,,,,,2025-09-11T16:06:38.9760000Z
15,0.2882077693939209,0.859375,,,,,,,,2025-09-11T16:06:40.2260000Z
16,0.2703392803668976,0.8854166865348816,,,,,,,,2025-09-11T16:06:44.4410000Z
17,0.28243115544319153,0.8697916865348816,,,,,,,,2025-09-11T16:06:45.6440000Z
18,0.3405343294143677,0.8229166865348816,,,,,,,,2025-09-11T16:06:46.8350000Z
19,0.24721650779247284,0.8802083134651184,,,,,,,,2025-09-11T16:06:48.0460000Z
20,0.31148895621299744,0.8385416865348816,,0.3206903835137685,0.8489583333333334,,,,,2025-09-11T16:06:52.4640000Z
21,0.28532323241233826,0.8802083134651184,,,,,,,,2025-09-11T16:06:57.9280000Z
22,0.33066532015800476,0.828125,,,,,,,,2025-09-11T16:07:02.1550000Z
23,0.2635851204395294,0.8802083134651184,,,,,,,,2025-09-11T16:07:03.3370000Z
24,0.2689930498600006,0.8645833134651184,,,,,,,,2025-09-11T16:07:09.6960000Z
25,0.28389421105384827,0.90625,,,,,,,,2025-09-11T16:07:15.4090000Z
26,0.3132457435131073,0.8229166865348816,,,,,,,,2025-09-11T16:07:16.6130000Z
27,0.27247563004493713,0.8854166865348816,,,,,,,,2025-09-11T16:07:17.8160000Z
28,0.28782737255096436,0.875,,,,,,,,2025-09-11T16:07:22.0420000Z
29,0.24264557659626007,0.8854166865348816,,,,,,,,2025-09-11T16:07:23.2280000Z
30,0.270082950592041,0.8854166865348816,,0.31090763211250305,0.8541666666666666,,,,,2025-09-11T16:07:27.6530000Z
31,0.3127276599407196,0.859375,,,,,,,,2025-09-11T16:07:29.8390000Z
32,0.2603667080402374,0.8697916865348816,,,,,,,,2025-09-11T16:07:30.7470000Z
33,0.31345227360725403,0.8645833134651184,,,,,,,,2025-09-11T16:07:31.9400000Z
34,0.2829245626926422,0.875,,,,,,,,2025-09-11T16:07:33.1330000Z
35,0.28173336386680603,0.8802083134651184,,,,,,,,2025-09-11T16:07:34.3260000Z
36,0.3006865084171295,0.84375,,,,,,,,2025-09-11T16:07:35.5460000Z
37,0.36948707699775696,0.8489583134651184,,,,,,,,2025-09-11T16:07:36.7590000Z
38,0.29675930738449097,0.8645833134651184,,,,,,,,2025-09-11T16:07:37.9650000Z
39,0.31790435314178467,0.8489583134651184,,,,,,,,2025-09-11T16:07:39.1660000Z
40,0.2477249652147293,0.8802083134651184,,0.32113317648569745,0.828125,,,,,2025-09-11T16:07:43.8940000Z
41,0.3158334791660309,0.8489583134651184,,,,,,,,2025-09-11T16:07:46.0730000Z
42,0.27871206402778625,0.8541666865348816,,,,,,,,2025-09-11T16:07:47.2740000Z
43,0.30737996101379395,0.8489583134651184,,,,,,,,2025-09-11T16:07:51.4770000Z
44,0.2883587181568146,0.859375,,,,,,,,2025-09-11T16:07:52.6800000Z
45,0.2938966155052185,0.8541666865348816,,,,,,,,2025-09-11T16:07:53.8870000Z
46,0.3284696042537689,0.8333333134651184,,,,,,,,2025-09-11T16:07:55.0970000Z
47,0.3203139305114746,0.859375,,,,,,,,2025-09-11T16:07:56.3020000Z
48,0.300860732793808,0.8541666865348816,,,,,,,,2025-09-11T16:07:57.5050000Z
49,0.29968953132629395,0.859375,,,,,,,,2025-09-11T16:08:01.7130000Z
50,0.27901843190193176,0.8958333134651184,,0.30130813519159955,0.8489583333333334,,,,,2025-09-11T16:08:06.4400000Z
51,0.29999175667762756,0.875,,,,,,,,2025-09-11T16:08:08.6200000Z
52,0.2996583580970764,0.8333333134651184,,,,,,,,2025-09-11T16:08:09.8260000Z
53,0.28891658782958984,0.8697916865348816,,,,,,,,2025-09-11T16:08:11.0290000Z
54,0.3476355969905853,0.8541666865348816,,,,,,,,2025-09-11T16:08:12.2300000Z
55,0.2919624149799347,0.8541666865348816,,,,,,,,2025-09-11T16:08:13.4270000Z
56,0.28545790910720825,0.875,,,,,,,,2025-09-11T16:08:14.6270000Z
57,0.29130256175994873,0.8541666865348816,,,,,,,,2025-09-11T16:08:15.8300000Z
58,0.3086862862110138,0.875,,,,,,,,2025-09-11T16:08:17.0340000Z
59,0.34890758991241455,0.8229166865348816,,,,,,,,2025-09-11T16:08:18.2460000Z
60,0.34534767270088196,0.859375,,0.30773526430130005,0.84375,,,,,2025-09-11T16:08:22.6730000Z
61,0.2932778596878052,0.8645833134651184,,,,,,,,2025-09-11T16:08:24.8620000Z
62,0.3214850127696991,0.8229166865348816,,,,,,,,2025-09-11T16:08:26.0770000Z
63,0.2598698139190674,0.8958333134651184,,,,,,,,2025-09-11T16:08:27.0000000Z
64,0.29727205634117126,0.8645833134651184,,,,,,,,2025-09-11T16:08:28.2160000Z
65,0.2920169532299042,0.8541666865348816,,,,,,,,2025-09-11T16:08:29.4320000Z
66,0.30459675192832947,0.8489583134651184,,,,,,,,2025-09-11T16:08:30.6340000Z
67,0.2531749904155731,0.8854166865348816,,,,,,,,2025-09-11T16:08:31.8460000Z
68,0.2531779706478119,0.890625,,,,,,,,2025-09-11T16:08:33.0480000Z
69,0.2851707935333252,0.8854166865348816,,,,,,,,2025-09-11T16:08:34.2580000Z
70,0.2867446839809418,0.859375,,0.28546513120333356,0.8697916666666666,,,,,2025-09-11T16:08:41.9910000Z
71,0.3149902820587158,0.8645833134651184,,,,,,,,2025-09-11T16:08:44.1860000Z
72,0.2585309147834778,0.8802083134651184,,,,,,,,2025-09-11T16:08:45.4170000Z
73,0.2779710292816162,0.8802083134651184,,,,,,,,2025-09-11T16:08:49.6250000Z
74,0.31200435757637024,0.8697916865348816,,,,,,,,2025-09-11T16:08:50.8470000Z
75,0.29098013043403625,0.875,,,,,,,,2025-09-11T16:08:52.0520000Z
76,0.27471864223480225,0.8697916865348816,,,,,,,,2025-09-11T16:08:53.2620000Z
77,0.31725722551345825,0.8697916865348816,,,,,,,,2025-09-11T16:08:54.4700000Z
78,0.3196641206741333,0.8333333134651184,,,,,,,,2025-09-11T16:08:58.6810000Z
79,0.3102585971355438,0.8333333134651184,,,,,,,,2025-09-11T16:08:59.8970000Z
80,0.28563952445983887,0.8697916865348816,,0.3197207947572072,0.8333333333333334,,,,,2025-09-11T16:09:06.3970000Z
81,0.31683349609375,0.875,,,,,,,,2025-09-11T16:09:08.5350000Z
